date,PI_CA,SI_CA,II_CA,PI_I,SI_I,II_I,PI_CO,SI_CO,II_CO,PI_W,SI_W,II_W,PI_MM,SI_MM,II_MM,PI_MQ,SI_MQ,II_MQ,PI_MF,SI_MF,II_MF,SI_E,Unemployment,Act_pop_total,Employed_total,Unemployed_3mts,Unemployed_3_6mts,Unemployed_6_12mts,Unemployed_ov6,Unemployed_ov12,HousePrice,HousePrice_S,HousePrice_P,BSI_BC,BSI_SG,BSI_P,BSI_FS,BSI_HR,PI_P,PI_C,PI_SI,PI_PA,MB,Currency_cir,CBLIAB_DC,M1,M2,CD,CP,YT_1,YT_3,YT_5,YT_10,CB_3_AA,BaseRate,CB_3_BBB,FX_US,FX_CH,FX_JP,FX_EU,FX_BR,FX_CA,FX_SW,CPI,CPI_F,CPI_C,CPI_H,CPI_HE,CPI_T,CPI_E,CPI_M,SPI_R,SPI_I,SPI_F,SPI_RI,IPI_A,IPI_B,IPI_C,IPI_L,IPI_M,EPI_A,EPI_M,KOSPI,KOSDAQ,Expected_inf,Oilprice,TB_spread,USCPI,IR_House,USB_10,LeadingCI,LaggingCI,VKOSPI
td,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,5,5,5,5,5,5,2,5,5,5,1,1,1,1,1,5,5,5,5,5,5,5,5,5,2,2,2,2,2,2,2,2,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,5,2,5,2,2,5,5,1
04-Aug,80.676,83.725,47.866,44.747,52.469,42.169,90.809,97.398,64.304,58.075,62.036,47.057,57.74,61.975,47.057,157.033,173.697,57.572,61.77,46.968,65.348,64.776,3.7,23373.8,22524.8,542.4,218.9,75.6,87.6,12,60.33976732,54.71360747,67.18149808,70,86,81,85,96,58.1,87.9619,65.3,70.9,37300,17662.7,19637.3,303292,936302.7,3.7,3.84,3.73,3.82,4.01,4.33,4.38,3.5,8.8,1159,139.9129879,1050.33,1412.07,2109.7,882.28,917.82,73.191,61.816,68.669,73.999,81.579,81.205,71.3,63.115,66.32,85.93,85.89,83.22,68.93,107.08,78.08,57.63,99.99,98.21,124.47,803.57,355.66,3.4,44.94,0.6,189.2,5.8,4.28,56.6,59.8,22.76
04-Sep,83.572,84.319,48.542,44.97,52.976,42.437,92.941,103.601,63.246,58.735,63.163,47.128,58.38,63.228,47.128,154.761,171.595,58.211,63.102,47.048,64.526,63.916,3.7,23735.1,22943.8,488.2,214.9,78,88.2,10.2,60.18926225,54.47627029,67.16036729,74,90,81,85,96,58.7,90.3036,65.8,70.5,37667.3,17957,19710.3,307810.4,946264.9,3.52,3.69,3.5,3.59,3.75,4.14,4.1,3.5,8.52,1147.97,138.7902977,1044.92,1400.99,2055.73,887.83,908.75,73.191,61.959,68.669,73.442,81.508,81.205,71.3,63.172,63.74,86.86,85.72,83.47,68.96,106.05,72.5,62.52,99.77,93.45,124.52,835.09,362.08,3.3,45.95,0.64,189.8,5.63,4.13,56.7,59.9,23.73
04-Oct,81.798,83.807,48.367,45.019,52.919,42.511,92.793,101.498,63.232,58.741,63.429,46.935,58.276,63.433,46.935,152.597,176.773,58.112,63.297,46.873,65.753,63.785,3.7,23840.4,23031,498,222.3,78.5,89.1,10.7,60.03561277,54.22132811,67.15788785,77,89,82,86,95,58.7,86.3741,65.9,70.9,37299.9,18205.1,19094.8,310041.4,946832.6,3.52,3.67,3.48,3.54,3.67,4.05,4.01,3.5,8.4,1144.04,137.9283264,1049.51,1428.65,2066.03,915.73,925.98,73.191,61.385,68.731,73.303,81.508,81.914,71.3,63.228,66.24,87.98,84.78,84.91,68.32,106.05,77.85,64.2,101.76,96.33,126.44,834.84,357.04,3.3,53.13,0.57,190.8,5.57,4.1,56.9,60.1,27.17
04-Nov,82.503,84.153,49.361,45.883,53.771,44,95.844,106.127,62.213,59.75,64.158,47.996,59.494,64.357,47.996,152.034,173.21,59.333,64.159,47.96,64.775,61.788,3.8,23738.4,22917.6,507.9,224.1,80.7,88.7,8,59.73068897,53.87822025,66.91589411,75,90,80,85,96,59.8,81.9771,65.7,71.7,37656.5,18144,19512.5,310468.9,948780.2,3.42,3.57,3.34,3.42,3.53,3.96,3.86,3.25,8.26,1091.19,131.2676819,1040.99,1416.28,2027.13,911.42,930.65,72.75,59.47,67.485,73.373,81.508,81.985,71.3,63.284,61.44,87.46,84.1,83.47,65.02,100.72,68.79,65.21,98.51,88.32,120.72,878.06,373.43,3.3,48.46,0.62,191.7,5.47,4.19,57,60.2,25.05
04-Dec,82.179,83.725,49.609,46.066,54.109,44.009,91.353,100.97,66.152,58.94,62.835,48.864,58.82,62.899,48.864,155.93,174.351,58.653,62.836,48.839,64.41,59.92,3.8,23497.7,22597.7,574.3,228.7,94.5,96.9,2.5,59.45397109,53.58946948,66.66330516,72,88,80,84,95,58.9,84.2756,65.1,69.1,37222.4,18261.3,18961.1,320002.1,954714,3.39,3.53,3.28,3.28,3.39,3.85,3.73,3.25,8.14,1050.91,126.9102651,1012.47,1408.59,2027.79,863.7,917.29,72.877,59.423,68.855,74.138,81.508,81.418,71.3,63.34,58.28,85.49,83.42,81.2,62.51,97.14,64.1,59.15,94.35,75.6,114.08,895.92,380.33,3.4,43.33,0.57,191.7,5.41,4.23,57.1,60.4,21.29
05-Jan,85.108,86.368,56.69,47.713,55.814,44.041,94.206,105.388,68.156,61.429,65.817,49.584,61.388,65.885,49.584,159.9,175.312,61.206,65.748,49.531,64.936,64.576,3.8,23141.4,22157.7,640.7,246.7,92.8,96.3,3.5,59.28622177,53.386322,66.5515449,68,81,77,82,99,61.4,84.5754,67,72.3,37544.5,18333.9,19210.7,321944.6,958086.2,3.47,3.64,3.48,3.65,3.89,4.42,4.11,3.25,8.54,1038.23,125.4132181,1005.69,1363.74,1951.91,849.27,881.67,73.594,60.61,68.925,74.385,82.937,81.178,71.511,63.238,60.8,86.1,85.54,82.88,62.08,97.05,70,55.7,95.12,75.18,117.46,932.7,472.95,3.2,46.84,0.94,191.6,5.45,4.22,57.1,60.6,18.12
05-Feb,82.077,83.213,53.882,46.907,54.736,44.197,91.641,102.333,66.477,60.059,64.291,49.28,59.756,64.161,49.28,147.355,173.21,59.581,64.026,49.277,66.944,66.773,3.7,23127.3,22134.7,626.4,268.1,92.9,98.1,5.2,59.45705474,53.63667529,66.60160865,71,82,80,83,97,60.1,80.5344,67.5,70.4,37803.9,18596.7,19207.2,329012.5,965151.9,3.59,3.76,3.48,4.19,4.47,4.88,4.63,3.25,9.05,1022.43,123.6163265,974.84,1333.91,1932.96,826.68,861.07,73.892,61.902,68.925,74.459,83.02,81.43,71.88,63.046,62.3,85.83,85.72,82.97,61.86,95.59,72.42,59.91,94.25,71.65,116.06,1011.36,498.38,3.3,47.97,1.4,192.4,5.53,4.17,57.4,60.8,16.67
05-Mar,83.11,85.688,50.979,47.924,55.243,45.133,94.475,104.647,65.199,61.985,65.418,49.64,61.71,65.29,49.64,146.702,160.406,61.55,65.153,49.635,68.734,67.842,3.7,23549.5,22590.3,594.2,256.2,102.2,108.8,6.6,59.67870115,53.85935835,66.81659321,87,97,88,89,97,62,87.7874,67.4,70.2,37973.9,18572.7,19401.2,334697.1,977425,3.55,3.73,3.82,4.04,4.29,4.77,4.48,3.25,8.74,1007.49,121.7635579,957.14,1328.62,1918.21,828.55,857.37,74.338,62.087,68.925,74.385,83.104,82.355,74.018,64.132,66.46,85.93,85.63,83.64,62.46,97.58,81.97,60.49,93.77,73.23,114.43,965.68,455.03,3,54.31,0.95,193.1,5.48,4.5,57.9,60.9,19.69
05-Apr,84.114,89.261,50.333,47.565,54.623,47.312,89.977,102.027,63.628,60.694,64.824,50.777,60.328,64.757,50.777,154.892,176.939,60.125,64.621,50.773,68.245,66.843,3.7,23823.3,22919,541.1,263.7,92.3,99.5,7.2,60.00595092,54.17548343,67.15256827,91,98,89,92,96,60.7,89.1551,67.3,69.8,37778,18457.7,19320.3,334317.9,982103.7,3.52,3.7,3.71,3.86,4.11,4.69,4.28,3.25,8.36,1010.94,122.0403149,942.59,1308.75,1916.87,818.83,845.99,74.413,62.394,68.995,74.089,83.186,83.113,74.091,63.876,69.68,86.1,85.72,84.31,62.46,127.83,84.34,64.56,93.31,76.55,113.65,911.3,424.4,2.9,53.04,0.98,193.7,5.32,4.34,58.1,61,22.48
05-May,78.985,82.45,48.652,47.795,55.476,47.763,91.426,101.393,64.001,60.223,64.361,50.563,59.742,64.357,50.563,147.563,164.622,59.606,64.221,50.559,69.22,65.114,3.7,23995.3,23143.2,517.3,248,79,86.9,7.9,60.30646414,54.47459711,67.44823292,91,100,89,93,96,60.2,90.3231,67.5,70,38297.8,18567.5,19730.2,331442.5,985474.4,3.51,3.64,3.6,3.71,3.89,4.42,4.12,3.25,8.11,1002.21,121.0461634,939.38,1271.83,1859.33,798.26,823.02,74.338,61.717,69.342,74.089,83.27,82.944,74.091,63.749,67.82,85.07,84.87,83.13,61.29,126.7,80.46,64.82,91.54,76.45,110.15,970.21,471.48,3.3,49.83,0.82,193.6,5.15,4.14,58.2,61.2,16.35
05-Jun,80.275,82.795,49.959,48.036,56.61,45.849,93.666,105.07,63.537,60.675,65.817,49.336,60.282,65.823,49.336,142.19,155.228,60.133,65.676,49.332,69.287,65.844,3.8,24028.1,23152.2,548,232.6,85.7,95.3,9.6,60.76871412,55.10735054,67.65213948,85,94,86,89,96,60.7,90.2534,68.3,66.7,38353.8,18704.7,19649.1,337217.3,995904.3,3.51,3.64,3.66,3.79,3.97,4.46,4.18,3.25,8.15,1010.87,122.3294871,930.05,1229.06,1838.88,814.44,798.72,74.114,60.61,69.342,73.941,83.353,83.196,74.091,63.494,71.77,84.38,84.27,83.22,61.59,127.78,91.02,62.4,90.79,81.06,110.56,1008.16,503.21,3.5,56.26,0.8,193.7,5.13,4,58.1,61.3,15.76
05-Jul,80.281,84.915,50.283,48.03,56.441,46.447,93.45,104.236,64.414,61.218,66.012,50.063,60.899,66.018,50.063,144.077,152.472,60.735,65.881,50.059,68.936,65.644,3.7,23991.1,23105.9,535.9,251.8,88.3,97.4,9.1,61.23566365,55.74733265,67.86025698,82,92,86,90,95,61.2,88.3656,68.5,72.7,38986.9,18802.8,20184.2,346659.4,1004960.2,3.51,3.64,3.77,4.12,4.39,4.89,4.52,3.25,8.49,1037.44,126.0040078,927.21,1249.5,1818.48,847.58,802.04,74.413,61.41,69.342,73.72,83.353,84.459,74.091,63.43,74.91,85.16,85.04,84.4,62.66,131.08,96.36,69.16,92.18,79.56,113.13,1111.29,546.68,3.3,58.7,1.12,194.9,5.18,4.18,58.4,61.4,16.88
05-Aug,79.477,82.879,49.158,48.613,56.61,46.14,91.865,106.34,59.939,61.638,66.217,49.076,61.291,66.214,49.076,145.515,159.111,61.136,66.076,49.071,69.234,65.245,3.7,23619.4,22778.8,497.8,236.7,100.1,106.1,6.1,61.46053266,55.96898332,68.08518289,78,91,84,88,97,61.6,89.0013,68.9,72.7,39430.1,19056.9,20373.2,346984.8,1008802,3.5,3.62,3.88,4.33,4.67,5.08,4.75,3.25,8.74,1021.17,126.1072585,921.82,1254.49,1829.43,846.2,807.56,74.636,61.717,69.342,73.72,83.521,85.3,74.165,63.684,77.72,85.24,85.21,84.91,61.92,129.08,102.16,72.32,91.79,79.89,111.86,1083.33,503.95,3.2,64.97,1.2,196.1,5.26,4.26,58.7,61.5,21.12
05-Sep,82.309,86.284,50.012,48.588,56.554,46.664,95.525,103.918,61.503,61.585,66.146,50.466,61.196,66.152,50.466,147.381,162.354,61.033,66.015,50.461,69.403,66.374,4,23863.4,22996.4,522.2,238.7,100.7,106.1,5.4,61.61654985,56.11755002,68.24872082,84,95,87,90,95,61.6,88.9611,68.8,74.7,39551.3,19211.3,20340,347135.3,1008223.6,3.7,3.82,4.19,4.52,4.81,5.15,4.92,3.25,8.86,1029.33,127.2684207,927.11,1262.1,1862.11,872.99,814.84,75.008,62.948,69.342,73.72,83.521,86.646,74.165,63.941,79.29,85.93,85.63,85.75,62.76,130.13,103.72,78.12,92.84,81.61,112.91,1221.01,571.95,2.9,65.57,0.96,198.8,5.36,4.2,59.1,61.7,23.82
05-Oct,82.237,85.522,48.036,50.639,57.744,46.872,96.976,106.856,60.585,63.515,67.477,50.044,63.19,67.547,50.044,142.099,144.371,63.026,67.399,50.039,70.174,66.313,3.9,24014.5,23145.3,520.7,225.5,115.8,123.1,7.2,61.6091837,56.07984265,68.28498514,86,98,90,93,94,63.5,87.0162,69.1,74.4,39823,19217.1,20605.9,339969.4,1008215.2,3.93,4.12,4.44,4.81,5.06,5.36,5.2,3.5,9.01,1046.25,129.2877155,910.85,1257.99,1845.19,888.73,812.41,74.859,62.149,70.036,73.572,83.603,86.646,74.165,64.132,78,86.52,85.12,86.09,63.13,132.24,99.77,81.03,92.68,78.67,113.62,1158.11,587.46,3.1,62.37,0.92,199.1,5.61,4.46,59.3,61.9,25.85
05-Nov,83.47,86.2,50.031,52.878,60.638,47.033,102.45,111.485,62.153,66.249,70.327,50.377,66.109,70.462,50.377,158.133,168.993,65.942,70.382,50.424,69.487,66.443,3.6,23949.7,23164.4,467.5,212.7,96.4,105,8.6,61.59867564,56.09467384,68.23837246,85,98,89,88,94,66.2,89.3584,70.2,75,39821.3,19298.4,20522.9,307025.1,1011582.7,3.96,4.12,4.57,5.1,5.39,5.68,5.5,3.5,9.26,1041.43,128.7434353,880.09,1229.01,1808.72,881.19,795.43,74.561,59.871,70.175,73.572,83.687,86.226,74.165,64.516,75.56,85.93,84.36,85.16,62.42,131.68,94.68,79.65,91.03,74.69,110.84,1297.44,712.39,3.1,58.3,1.11,198.1,5.59,4.54,59.6,62.1,23.38
05-Dec,83.651,86.368,52.66,52.002,60.123,47.674,96.825,108.336,64.572,64.792,69.599,51.339,64.56,69.538,51.339,140.071,151.01,64.4,69.387,51.334,71.243,71.099,3.5,23516.8,22684.6,497.5,221.2,102.8,113.5,10.7,61.70038579,56.22221259,68.30105881,86,98,89,92,95,64.8,85.5739,69.6,71.8,40057.4,19400.2,20657.2,318419.2,1021591.6,4.04,4.26,4.67,5.06,5.33,5.6,5.49,3.75,9.21,1024.15,126.6022825,863.89,1214.04,1787.81,881.35,784.25,74.785,60.856,70.175,73.645,83.77,86.057,74.165,65.281,76.2,84.89,84.27,84.4,61.24,129.47,96.2,78.04,89.48,72.19,108.54,1379.37,701.79,3.1,59.43,0.93,198.1,5.6,4.47,60,62.4,19.44
06-Jan,87.747,90.202,55.118,52.892,61.997,48.495,99.139,115.903,63.539,66.903,71.854,51.582,66.908,72.061,51.582,143.053,165.597,66.711,71.9,51.577,69.874,67.442,3.4,23346.6,22469.8,521.5,248.4,94.8,106.8,12,61.89352303,56.47878009,68.39975811,90,100,90,92,96,66.9,82.5257,71.1,76.5,40217.5,19880.1,20337.4,327542.1,1027697.4,4.15,4.39,4.62,5.02,5.29,5.58,5.5,3.75,9.19,987.03,121.6851314,854.32,1194.81,1740.44,851.86,771.33,75.231,62.025,70.175,73.35,84.772,86.815,74.312,65.154,78,84.21,84.87,84.06,58.97,121.56,101.54,77.71,87.33,68.87,105.9,1399.83,690.24,3,65.51,0.96,199.3,5.64,4.42,60.3,62.6,21.57
06-Feb,87.414,88.237,54.793,54.514,60.405,49.357,99.847,108.959,65.275,66.931,69.999,52.903,66.895,70,52.903,143.622,157.983,66.77,69.849,52.898,70.262,70.031,3.5,23373.6,22413,600.4,252.9,91.4,107.3,15.9,62.14736168,56.81949496,68.52472317,90,102,90,94,95,66.9,82.7572,70.4,69.2,40554.9,20062.2,20492.7,326548.3,1034711.9,4.25,4.46,4.57,4.87,5.03,5.28,5.33,4,8.79,970.22,120.4590204,822.41,1159.69,1697.15,844.48,744.22,75.381,61.779,70.382,73.35,84.854,87.067,74.903,65.281,76.92,84.04,84.95,83.73,59.61,119.47,98.59,81.01,86.36,67.32,103.79,1371.59,682.36,3,61.63,0.71,199.4,5.58,4.57,60.6,62.9,19.9
06-Mar,87.491,88.927,55.685,53.582,60.976,50.775,99.864,111.168,65.763,67.363,70.665,54.213,67.261,70.799,54.213,146.425,157.983,67.147,70.648,54.258,70.073,68.771,3.5,23783.4,22852.1,590.6,238.4,92.3,102.2,10,62.54604661,57.32958846,68.75771386,94,108,93,93,94,67.4,89.3009,71.1,63.6,40789.1,20138.9,20650.2,325711.9,1042293.6,4.27,4.45,4.57,4.93,5.13,5.42,5.3,4,8.48,975.09,121.3077418,831.26,1172.83,1701.28,843.23,747.63,75.827,61.841,70.382,73.35,84.854,87.151,77.557,65.92,77.72,83.96,84.78,83.8,60.73,115.66,99.84,80.78,86.44,65.96,103.78,1359.6,665.21,3,62.9,0.85,199.7,5.46,4.72,60.7,63.2,18.19
06-Apr,86.595,89.261,55.063,53.97,61.37,50.722,95.989,105.81,66.992,66.604,70.132,54.331,66.37,70.267,54.331,142.895,153.113,66.209,70.116,54.326,71.456,67.972,3.4,24098.1,23247.3,516.8,228.6,94.6,105.3,10.7,63.06011749,58.070003,68.94376889,94,108,97,96,92,66.6,88.2042,71.4,78.8,41049.1,20304.5,20744.6,324222.6,1048598.6,4.33,4.48,4.61,4.95,5.16,5.45,5.24,4,8.31,954.44,118.8613161,814.84,1169.88,1684.16,832.64,742.76,75.902,61.656,70.382,73.424,84.854,87.823,77.704,66.815,81.23,84.13,84.36,84.57,60.29,113.21,108.3,77.55,86.2,67.87,102.53,1419.73,685.44,2.8,69.69,0.84,200.7,5.42,4.99,60.8,63.5,17.98
06-May,89.203,93.868,53.029,54.384,62.166,51.544,99.454,108.23,68.419,67.233,71.392,54.503,67.025,71.457,54.503,143.943,156.688,66.871,71.376,54.547,72.087,68.702,3.4,24285.7,23496.5,461.8,235.2,78.9,92.2,13.3,63.64432608,58.94760532,69.1096846,94,109,94,96,93,67.2,87.9723,71.6,78.5,41125.9,20583.9,20542,323908.4,1055855.4,4.36,4.5,4.59,4.78,4.93,5.2,5.05,4,8.03,941.4,117.4099103,843.01,1201.65,1759.3,847.69,772.53,76.05,61.102,71.355,73.645,84.854,88.58,77.777,67.965,82.88,85.16,84.36,85.75,60.46,111.66,108.3,81.33,87.69,69.95,102.22,1317.7,630.5,2.8,70.94,0.61,201.3,5.41,5.11,60.9,63.7,21.21
06-Jun,86.106,89.952,54.703,54.179,62.335,51.847,97.201,107.384,69.369,66.283,70.993,55.173,66.001,71.128,55.173,150.232,162.674,65.84,70.976,55.169,72.172,68.502,3.5,24343.2,23520.3,492.2,235.6,85.3,95.1,9.8,63.96566795,59.47659733,69.13991121,86,102,90,93,94,66.3,86.5487,71,65.1,41161.8,20532.8,20629,326949.2,1072886.5,4.47,4.63,4.7,4.89,5.03,5.25,5.17,4.25,8.07,955.16,119.2438502,833.02,1208.68,1760.78,857.7,774.91,75.902,60.548,71.423,74.089,84.938,88.665,77.851,67.262,83.74,85.41,83.84,86.09,62.4,113.29,109.79,84.55,88.36,69.41,103.75,1295.15,590.68,2.8,70.96,0.55,201.8,5.48,5.11,60.9,64,22.72
06-Jul,84.023,90.63,51.859,51.613,59.441,53.868,87.553,100.23,66.575,63.08,68.143,55.904,62.659,68.142,55.904,118.588,122.326,62.549,68.065,55.949,70.902,67.303,3.5,24309.7,23475.9,504.2,236.8,85.3,92.9,7.6,64.12319407,59.7537625,69.13133574,82,99,88,90,95,63.1,84.1914,70.5,71.8,42928,20498.1,22429.9,330267.7,1082577.5,4.63,4.81,4.82,4.89,5,5.16,5.18,4.25,8.05,950.15,119.0045427,821.39,1206.22,1752.17,842.48,768.87,76.199,60.918,71.355,74.015,85.02,89.337,77.851,67.709,86.1,85.75,84.1,86.76,62.85,108.15,115.72,84.03,88.75,66.76,103.77,1297.82,557.66,3,74.41,0.34,202.9,5.79,5.09,60.7,64.2,23.75
06-Aug,89.582,95.904,47.465,54.429,63.187,52.319,96.4,105.81,68.553,67.757,72.254,54.895,67.377,72.256,54.895,138.623,152.151,67.27,72.104,54.89,75.948,72.758,3.5,24027.1,23211.4,482.8,233.8,92.3,99.2,6.9,64.27742515,60.04753698,69.09332507,78,97,87,91,96,67.8,87.3035,72.3,83.2,41076.7,20441.2,20635.5,325958.2,1084752.6,4.68,4.86,4.76,4.77,4.83,4.94,5.1,4.5,7.94,960.72,120.5382196,829.71,1230.6,1817.31,857.86,780.02,76.645,63.256,71.423,74.608,85.104,89.59,77.851,68.028,87.47,86.69,84.87,87.76,63.42,109.35,116.5,88.5,90.49,76.91,105.77,1352.74,572.83,3,73.05,0.18,203.8,5.86,4.88,60.7,64.4,17.9
06-Sep,91.804,94.035,52.667,56.459,64.659,52.234,99.809,110.863,68.339,69.284,73.586,56.2,69.051,73.848,56.2,151.679,155.06,68.925,73.755,56.196,72.293,66.243,3.5,24168.4,23391.6,477.1,207.2,84.9,92.5,7.6,64.68505273,60.68150716,69.18932391,81,101,90,91,95,69.3,91.6657,72.3,67.5,43048.5,20138.1,22910.4,327648.4,1098444.2,4.64,4.78,4.68,4.69,4.76,4.89,5.02,4.5,7.82,953.68,120.0353946,814.28,1214.86,1800,854.92,767.17,76.868,63.872,71.423,74.754,85.188,89.169,77.851,67.965,81.16,86.86,84.78,86.93,64.24,108.55,100.84,89.95,89.49,73.66,105.08,1371.41,600.42,3,63.87,0.21,202.8,5.77,4.72,61.1,64.6,16.71
06-Oct,94.608,97.273,51.354,58.76,66.251,52.176,102.995,112.648,68.089,71.01,75.573,55.348,70.901,75.909,55.348,148.099,159.598,70.777,75.744,55.343,72.784,67.842,3.6,24337.9,23536.9,515,204.8,74.6,81.3,6.7,65.56727771,62.09359246,69.35616211,85,99,89,92,94,71,95.3024,73.3,87.1,41462.2,20310.4,21151.8,333597.5,1110360.9,4.57,4.75,4.64,4.62,4.67,4.79,4.93,4.5,7.72,954.23,120.5608152,803.15,1202.44,1787.41,845.3,756.11,76.496,62.517,71.909,74.68,85.188,87.656,77.851,67.837,78.29,86.27,83.5,85.91,64.82,108.61,95.13,86.18,89.33,69.86,103.87,1364.55,586.1,3,58.88,0.15,201.9,5.69,4.73,61.6,64.8,16.84
06-Nov,95.204,98.381,50.582,58.158,65.913,52.742,101.983,110.756,68.619,71.055,75.174,55.678,71.004,75.438,55.678,147.666,156.522,70.825,75.282,55.672,72.151,69.171,3.5,24323.1,23546.6,486.3,212,73.7,78.1,4.4,67.54217884,65.41822652,69.57823117,87,102,92,93,95,71.1,90.4638,73.8,78.5,41939.2,20614.7,21324.5,337666,1123714.6,4.6,4.75,4.7,4.72,4.79,4.91,5.05,4.5,7.84,936.22,118.9755014,798.03,1205.32,1788.37,824.45,757.13,76.125,60.856,72.465,74.902,85.104,87.151,77.925,68.156,77.51,85.24,83.08,84.82,65.74,106.56,93.5,82.13,87.83,68.03,101.43,1432.21,622.17,2.9,59.37,0.21,202,5.69,4.6,61.9,65,14.68
06-Dec,90.974,96.5,54.504,56.359,64.603,52.929,96.411,107.491,68.562,68.47,73.452,56.07,68.455,73.581,56.07,148.002,154.254,68.278,73.427,56.066,71.327,70.83,3.4,23888.4,23095.4,466.8,235.5,86.2,90.7,4.5,68.84326637,67.66883032,69.69764281,86,101,92,92,96,68.5,90.2673,74,70.2,44614.9,20603.4,24011.6,351588.5,1138295.5,4.76,4.9,4.85,4.82,4.88,4.95,5.18,4.5,7.97,925.75,118.2547774,790.23,1222.79,1818.03,803.66,765.98,76.348,61.779,72.465,74.977,85.27,87.235,77.925,68.285,78,84.99,83.16,84.73,65.06,105.37,95.41,81.76,87.74,70.57,100.33,1434.46,606.15,3.1,62.03,0.1,203.1,5.88,4.56,62,65.2,15.4
07-Jan,97.597,102.215,57.386,56.379,64.434,54.671,97.264,109.593,70.169,69.576,74.18,57.558,69.669,74.381,57.558,152.32,166.084,69.527,74.226,57.553,71.182,69.171,3.4,23709.3,22846.2,530,242.8,87,90.3,3.3,69.73067767,69.21244737,69.7902851,82,97,87,91,96,69.6,89.6838,74.2,71.2,47460.4,20677.7,26782.6,353494.2,1143814.9,4.92,5.07,4.98,4.97,5,5.04,5.32,4.5,8.11,936.36,120.2885409,777.94,1216.97,1833.99,796.73,753.64,76.496,62.087,72.465,75.272,86.188,87.319,78.294,68.285,73.78,84.81,83.34,83.89,67.59,106.58,84.99,83.73,88.16,69.28,99.85,1360.23,576.37,3,54.57,0.06,203.437,6.11,4.76,62.1,65.5,17.99
07-Feb,99.268,100.928,54.833,56.475,65.913,54.396,99.64,112.331,69.457,69.92,75.174,57.096,70.072,75.438,57.096,147.533,161.867,69.939,75.345,57.092,70.558,68.841,3.1,23659.8,22790.5,529,243.3,91.6,96.9,5.3,70.13773971,69.9164068,69.84317685,82,96,89,89,97,69.9,89.8031,75.4,85.1,47408,20690,26718,350734.7,1154108.8,4.95,5.11,4.96,4.91,4.94,5.01,5.28,4.5,8.08,937.02,120.8871208,776.82,1225.14,1835.86,799.81,755.74,77.017,63.502,72.535,75.346,86.355,87.319,79.105,69.05,75.77,84.99,83.84,84.4,69.76,106.66,91.6,77.3,89.26,69.69,99.38,1417.34,600.93,2.9,59.26,0.05,204.226,6.18,4.72,62.3,65.7,20.38
07-Mar,95.695,99.322,56.8,56.24,65.061,53.828,97.567,108.854,68.122,69.732,74.313,56.906,69.628,74.381,56.906,143.916,151.331,69.447,74.288,56.9,73.176,72.028,3.2,24082.4,23235.4,494.3,255.8,92.3,96.9,4.6,70.40257509,70.38429288,69.86778166,89,104,93,94,96,69.7,89.5921,74.9,70.3,48632.4,21296.6,27335.9,335446.8,1162429.3,4.94,5.11,4.89,4.79,4.82,4.94,5.2,4.5,7.99,943.26,121.8677444,804.82,1249.37,1836.18,806.59,774.66,77.464,62.948,72.535,75.568,86.355,88.328,82.275,70.136,79.07,86.18,83.93,85.91,70.56,101.16,97.45,80.74,91.58,70.32,100.26,1452.55,648.99,3,60.56,0.05,205.288,6.2,4.56,62.5,65.9,19.64
07-Apr,93.589,97.607,54.898,57.934,66.476,53.34,99.728,110.756,68.601,70.801,75.37,56.488,70.596,75.509,56.488,143.783,155.06,70.424,75.415,56.483,75.116,71.229,3.3,24453.7,23629.4,522.2,211.7,86.3,90.4,4.2,70.62490927,70.79219379,69.87203241,91,108,93,94,94,70.8,91.6233,75.4,73.1,47345.7,20923.8,26421.9,305602.5,1165291,4.95,5.12,4.97,4.94,4.96,5.07,5.34,4.5,8.11,931.5,120.4821877,783.65,1257.65,1850.24,819.27,767.97,77.761,63.132,72.535,75.716,86.521,90.599,82.422,70.264,82.02,87.04,83.76,87.09,69.68,99.9,104.46,77.6,91.31,70.52,100.61,1542.24,675.88,2.9,63.97,0.1,205.904,6.13,4.69,62.8,66.1,18.99
07-May,96.098,100.334,54.978,58.328,67.16,53.842,101.049,111.274,69.323,71.023,76.036,56.607,70.824,76.176,56.607,140.486,156.843,70.661,76.072,56.602,75.29,72.698,3.3,24648.4,23862.9,476.7,218.8,86.2,90,3.8,70.76785095,71.08039986,69.84535714,92,107,93,95,94,71,90.856,76,73.8,48564.3,20833,27731.3,301184.5,1171148.4,5.04,5.23,5.11,5.1,5.13,5.22,5.49,4.5,8.25,927.91,120.8197774,768.53,1254.11,1840.53,846.12,759.77,77.836,62.702,73.089,75.641,86.521,91.357,82.496,70.264,82.74,87.89,83.67,87.93,69.83,99.51,105.14,79.42,91.58,71.66,100.73,1700.91,747.87,2.9,63.46,0.11,206.755,6.17,4.75,63,66.2,18.59
